h_bar,mass,time,sig_0,sig_0_2,sig_t
1,1,4.570783689530589,2.9550506906296885,8.732324584191,3.0545783546710363
1,1,8.440978288263878,6.604271266067204,43.6163989558009,6.635117902875854
1,1,4.5563439283018115,0.5505271989193807,0.3030801967500194,4.174623745965125
1,1,8.71312823848212,1.764210932099728,3.1124402129401907,3.0348702052603462
1,1,6.89626185944494,1.16935760625135,1.3673972112978874,3.1721383452532708
1,1,2.5729068210788575,9.444414700680253,89.19696903842528,9.445396924362772
1,1,7.745685187517629,1.2948986221038234,1.6767624415263807,3.259129223749316
1,1,7.122185376803336,3.1439261178689137,9.884271434618299,3.3417446581410877
1,1,6.935035282061194,8.946557522979964,80.04089151198939,8.954948950761699
1,1,5.711243156645875,6.731791220833179,45.31701304088666,6.7451433005023915
1,1,7.790603433732287,9.976070109813564,99.52197483591563,9.983708599513104
1,1,3.4783931817013416,5.042464815337282,25.42645141391445,5.054247157494881
1,1,4.8610685075907885,9.86137807132056,97.24677746552202,9.86445766103969
1,1,6.515773426880934,1.9131213871223087,3.660033441864787,2.561241761243426
1,1,6.008587772892078,1.71519552729066,2.9418956968378853,2.4515120335897636
1,1,2.538451082579334,1.9140584473546498,3.663619739889693,2.0256679451339012
1,1,2.5755042718200527,3.0791315937367862,9.481051371548041,3.1074038554398253
1,1,7.017148183569903,6.792057795615368,46.13204909897949,6.811673346910089
1,1,8.671080717657244,2.1781780685257064,4.744459698206377,2.950648232039872
1,1,3.9013730566036733,7.400578599779324,54.7685636115117,7.405271164595736
1,1,9.355551641085164,7.324315027464793,53.64559062154658,7.352107333079712
1,1,7.443504024131444,8.324737309753809,69.30125127640709,8.336733420129223
1,1,9.355688498983103,3.5348595778092093,12.495232234829501,3.774450733953959
1,1,0.7278396997625203,4.86946433956523,23.71168295429744,4.870037811742029
1,1,3.874046095962612,8.634628308040549,74.5568060180152,8.637541944557737
1,1,7.810628936206042,7.31803921792534,53.553697995093316,7.337471401344713
1,1,9.569561632306296,8.850982198946864,78.33988588607427,8.86747579061519
1,1,9.161912621782964,6.9423013251052135,48.1955476885576,6.973590516168571
1,1,6.148127983824708,9.210340286319902,84.83036818980736,9.216385703527969
1,1,5.691702555908355,7.91882949678299,62.70786059912035,7.926980066835024
1,1,5.974217238092549,5.684911365343364,32.31821723181015,5.70914264558338
1,1,7.044543620732727,0.7818831496034121,0.6113412596337517,4.572207147950053
1,1,5.063252720817944,4.959037332272025,24.592051262867646,4.985245159058334
1,1,7.18104911569922,7.865371336698789,61.8640662641629,7.878607522128866
1,1,2.5275150357129794,5.7919519771403305,33.546707705499784,5.796060338647708
1,1,8.88404890553819,1.9846837259959502,3.938969492233168,2.991370125084261
1,1,4.0295134265156065,1.5911750531658433,2.531838049817324,2.0334988997673853
1,1,3.634678177744278,5.975716525052385,35.70918798778415,5.983450291226054
1,1,6.9888085081085265,4.017691431319394,16.141844437297276,4.11075624637878
1,1,0.22472325858910125,3.1399482464804187,9.859274990575456,3.140152149890762
1,1,4.858394750150971,8.535311989724667,72.85155076193765,8.540055684546465
1,1,9.250847184895205,9.964240928186216,99.28609727494131,9.975047922371347
1,1,4.01447649740499,2.6597516945436093,7.074279076627601,2.7647437197964404
1,1,4.187114036363519,0.44467873901533106,0.19773918093226492,4.728975011331673
1,1,6.015426640292478,2.3575869425261757,5.5582161915699215,2.6806301169028033
1,1,9.390428169130333,9.772313998903225,95.49812089315995,9.784117921473795
1,1,0.6696054282486952,3.591515823428049,12.898985909934057,3.592725422553576
1,1,5.273717447712293,1.6279237252365257,2.650135655187967,2.296472069042927
1,1,8.50329303782771,6.11546659171676,37.3989316344038,6.154857778074092
1,1,5.591506849616124,6.313919580670366,39.865580471172656,6.329426931006027
1,1,6.432472081118097,3.511602877403646,12.331354768589566,3.6290778681666547
1,1,2.481324242392038,8.773197022408311,76.96898599399405,8.774336682119408
1,1,5.911691607168718,5.7353112596259415,32.8937952447921,5.758420650669237
1,1,9.338469548914345,2.049918080655659,4.202164137398981,3.0643734205512585
1,1,9.233732152665102,7.029149455971835,49.40894207438914,7.059769888142465
1,1,6.990025720458762,3.703592942704066,13.716600685247363,3.821928286075826
1,1,3.3312689210045687,3.155900692394532,9.959709180256285,3.199728944986533
1,1,8.926736895336578,1.28906017567617,1.661676136514278,3.6946677031098343
1,1,8.466475758183083,1.2737389213774208,1.6224108398317154,3.55919775462909
1,1,6.060978709624414,2.503888536482863,6.269457803130293,2.781063798754749
1,1,7.927488626309154,9.219294501624292,84.99539110767991,9.229314145112399
1,1,6.010983126208544,8.008160030736637,64.13062707788781,8.016949538057535
1,1,9.455210193797644,1.0859826151415393,1.1793582403896565,4.486708694074507
1,1,9.058057911690211,8.899750609592315,79.2055609129388,8.91428818990003
1,1,2.8075917715838274,9.052919732016925,81.95535567434139,9.054247676974692
1,1,8.241041366979152,6.416837837020853,41.17580782662245,6.448887818450509
1,1,5.585032660783633,1.3052984035735125,1.7038039223715602,2.506134113937912
1,1,8.56520707321051,0.5513221094421464,0.3039560683597381,7.787419537763282
1,1,3.0713027704503606,8.934609769440021,79.82725173217307,8.936262828366765
1,1,3.4525774193512584,0.8144345419039625,0.6633036230463172,2.270699622342351
1,1,3.459955496324063,8.351272244619516,69.74374810375228,8.35384102115999
1,1,7.68268422848289,1.0595760612438618,1.122701429561056,3.777025161973275
1,1,3.8023872181866403,2.0381298020017447,4.153973089807671,2.2414532892399586
1,1,1.815448607367376,5.447395958531718,29.674122729027697,5.449944017874487
1,1,8.322097583570562,8.032816916748693,64.52614761800399,8.049501724872762
1,1,8.813889712964102,3.8931304619988083,15.156464794143055,4.0543609797370515
1,1,7.714374249223176,4.203959613532562,17.673276432212848,4.30291835051888
1,1,1.5640517470677429,3.877864361926051,15.037832009496139,3.8831044800286296
1,1,0.4358543850493446,9.940421205656657,98.81197374586854,9.940445381295703
1,1,0.9729522977254934,9.205419921488504,84.73975593093742,9.205571612105443
1,1,3.5839747732048055,3.25346912351853,10.585061337688431,3.299762726686881
1,1,7.536868002404235,0.9819647776619321,0.9642548245686478,3.9612861420776366
1,1,0.8499964428423668,4.504549072576118,20.290962347246367,4.50553704003088
1,1,3.147048589105552,4.178157963186656,17.457003965340068,4.195096772963532
1,1,4.500975180465906,1.1635370207048001,1.3538183985506025,2.2571802196371133
1,1,7.9441187710843755,6.056366347026875,36.67957332939966,6.0917740203164765
1,1,3.5203080047730175,8.63859875977708,74.62538853242211,8.641001357393531
1,1,1.31285522189727,8.1595998339513,66.57906945021807,8.159996410062456
1,1,5.523217195231941,1.3310059078063177,1.7715767266153197,2.4650535093591155
1,1,8.151522046446836,8.959245729140488,80.26808403512207,8.970788057338591
1,1,4.663077872017625,8.455387574975513,71.49357904305027,8.459882675053993
1,1,5.016166264236799,2.9595425455196764,8.758892078741086,3.0784857233628764
1,1,5.760101120080952,2.9731501896068,8.839622049958951,3.126975480588278
1,1,6.589961718707567,6.583040621083594,43.33642381883667,6.602041333673196
1,1,5.041014498383369,7.9412930759120215,63.06413571752822,7.947633216718475
1,1,7.230381932021173,6.728972937713842,45.279076796485256,6.750386832169444
1,1,9.663356533043686,3.393269811453559,11.514280013322072,3.6799147249847075
1,1,2.4547403916118906,9.569826486192747,91.58157897583622,9.570685874539251
1,1,9.16045618094654,8.162780425906009,66.63098428155428,8.182043151849824
1,1,0.5358444067443946,6.27628029655004,39.39169436086226,6.276425466056957
1,1,4.868484510619615,5.598242925282089,31.340323850470963,5.6151041396455295
1,1,2.9451608603096235,2.5419079065303722,6.46129580528162,2.607088133355789
1,1,4.3326152033085314,0.5950832097349803,0.35412402650848657,3.6886621669968944
1,1,3.902197750844716,9.029902690134566,81.53914259329947,9.03248743212727
1,1,9.351500826995014,3.5515243295024996,12.61332506304818,3.7876935377058536
1,1,4.524730755572559,8.015985350810023,64.25602114440089,8.020952305763013
1,1,7.449977573797825,6.065045505791536,36.78477698732211,6.0960631381224015
1,1,4.72964591448922,6.3511119798199145,40.33662338021203,6.36201747163611
1,1,2.64661683504124,2.116344943454507,4.478915919685461,2.206782985834058
1,1,2.885160778758249,2.0630843335176907,4.256316967206134,2.1783586233102494
1,1,3.362833213786666,8.215172037583082,67.48905160708698,8.217721234034055
1,1,7.032439154221768,1.8378125163601882,3.3775548452901667,2.6529477949381817
1,1,1.0234318605339965,0.8333110604581351,0.6944073234818616,1.0351309476537542
1,1,7.70608634985064,6.395599605915951,40.90369431919227,6.423911814110275
1,1,7.219049268261296,4.66240389545696,21.738010084372238,4.726241604531842
1,1,5.7233642416507795,4.542901250842914,20.637951774910114,4.586366307644451
1,1,3.7987329419798432,2.5067496351961265,6.283793733555913,2.6187600877680546
1,1,0.9667172693701631,4.004457431381472,16.035679319746297,4.0062762077730545
1,1,3.419625084795096,1.9631741916332028,3.8540529066946796,2.1476951295859092
1,1,5.814292157138656,7.394542315306725,54.679256052861746,7.404986227981187
1,1,1.1794072507123432,7.179259921609514,51.54177302202864,7.179729798792909
1,1,6.211862475079753,8.324510839584454,69.29748071835907,8.332868015874936
1,1,3.7746090765596305,8.941111792261825,79.94348008172346,8.943603051363702
1,1,6.552588901140775,4.716540054934663,22.245750089803074,4.767417954765256
1,1,9.174005240351832,9.708220918543601,94.24955340324756,9.719711766689167
1,1,2.418582074383817,5.64295314209311,31.842920163858505,5.647020906917389
1,1,9.294327412138276,7.794062771984536,60.74741449363527,7.816835771857848
1,1,5.93469933606849,4.044354086218173,16.356799974709634,4.110367165072178
1,1,4.223454521259178,0.7761920709367992,0.6024741309851571,2.8291822974302496
1,1,6.856021785754512,6.998268194221885,48.97575771825765,7.015390084106777
1,1,3.424286236774784,5.20841626249876,27.127599963461556,5.218779637747059
1,1,1.9345197636897737,3.8990498269104794,15.20258955273064,3.9069337276595
1,1,8.948582706777747,9.012976821679137,81.23375118812537,9.026637892893126
1,1,5.691883309983071,1.5719284465375767,2.470959041034039,2.397663265384304
1,1,6.901460700633917,1.2627411887690672,1.5945153098139169,3.010369898303203
1,1,0.9109009803964574,0.6282686404166232,0.39472148453095224,0.9592936505406409
1,1,9.749860845421592,8.062222113181203,64.99942540226799,8.084865069857235
1,1,3.923364530039668,3.2673111201811182,10.675321956059193,3.3220171509961154
1,1,7.968298047746525,9.30060932662419,86.50133384648888,9.310469324019198
1,1,5.27499972631997,1.3359974574867735,1.784889206411123,2.3837527280446054
1,1,0.6898578452186332,4.1608495423731755,17.312668914267064,4.161675276247461
1,1,5.088030406767242,3.398066191188291,11.5468538396969,3.4795623278897168
1,1,6.273182031088885,2.3276412705240674,5.417913884246895,2.689568634295971
1,1,2.9421332286653747,3.5642063340287495,12.703566791530658,3.5880239076715994
1,1,9.617802870828054,7.885187365758145,62.17617979311187,7.908736647873913
1,1,4.8280962303285,2.338484524839356,5.46850987291315,2.556204241913267
1,1,6.360219097305445,7.866247892063071,61.87785589938671,7.876629504017739
1,1,5.211792429427709,5.450693143192053,29.710055741240865,5.471619621850563
1,1,5.910903623397466,3.5987921894773476,12.95130522304316,3.6913047967080055
1,1,5.339655053567366,6.44898732114648,41.58943746830805,6.462261727507254
1,1,3.4624642294250716,3.6241775753614953,13.134663097753126,3.655523286580486
1,1,2.8779797209148814,9.028941580732967,81.52178606828873,9.030348085205286
1,1,4.212708810395185,8.041565296218655,64.66677241334823,8.045830069709634
1,1,3.815629094449079,5.337253092256385,28.486270570800347,5.349209555823312
1,1,1.6827707632598676,2.932545537499319,8.59982332950717,2.946547537048229
1,1,9.17189229527943,4.866937725980716,23.68708282857434,4.95731243453607
1,1,3.202995865242515,0.7697590573705739,0.5925290064040345,2.2183521114735445
1,1,4.740187769503054,7.37961719733433,54.45874997919259,7.386602642711263
1,1,4.836056519855623,9.374868857680784,87.88816609871301,9.3784162970758
1,1,0.2557305164958168,9.357644344476704,87.56550767771684,9.357654320909655
1,1,0.11314883436256529,3.169611036579305,10.046434123205337,3.1696612926844154
1,1,6.213219659240932,8.203376037008804,67.29537840457026,8.212112474483801
1,1,8.225792392938317,6.927156309611851,47.985494537795276,6.952554636042325
1,1,7.586615252741216,4.190068882589882,17.556677240848025,4.286754234468812
1,1,2.244749583151525,0.5897629415745511,0.3478203272546674,1.9923830385639836
1,1,7.571797466546585,4.277522431295431,18.297198150235573,4.3681281718752825
1,1,2.3848263332324926,6.389590934209738,40.82687230653527,6.392315590834667
1,1,3.1568666178507874,6.262915910656492,39.22411570395423,6.267984849158179
1,1,8.04561390146251,8.768029203940149,76.87833612114731,8.780024899732323
1,1,6.141167401747594,5.496757580222473,30.21434389573322,5.525069877164144
1,1,7.61443638010817,2.1666491090858813,4.694368361902643,2.789640051040056
1,1,8.027842774487809,8.781359345266823,77.11227195070497,8.793247887318968
1,1,7.551116405704059,1.4346095742503953,2.0581046305309005,2.9973825949172577
1,1,1.9836997128429135,2.293548418762808,5.260364349209376,2.3339621200680343
1,1,3.6054721556554012,5.214837349218597,27.194528578805247,5.226282872932233
1,1,1.2546780436719396,6.9132518633680435,47.79305132636173,6.913847400390852
1,1,6.317315521087689,0.22869688368964355,0.05230226460935435,13.813440307368817
1,1,8.722208820468898,3.445441280835926,11.871065619688306,3.6705879566828274
1,1,6.177564806577854,9.632386937569693,92.78287811506326,9.637723020812404
1,1,6.909742873097623,0.5329702186507598,0.2840572539686387,6.504170677450699
1,1,3.0625337289958376,8.696410262129316,75.62755144726808,8.69819267048894
1,1,1.1278592795925346,1.0570570997447948,1.117369712120877,1.1840530149444926
1,1,0.5993063426828782,3.3159679474792365,10.995643428709661,3.317199055546382
1,1,3.3334455385458117,8.788264291234059,77.23358925257968,8.790310438365285
1,1,1.5606888859598744,6.171609576601398,38.088764765998086,6.172904672088892
1,1,9.463221857708138,6.444361808755621,41.52979912214803,6.486053139734156
1,1,7.8965873968334215,0.5279738449639434,0.27875638096601013,7.4968141812271005
1,1,7.9419437364632985,1.9994435699729518,3.9977745895061823,2.818177324602697
1,1,7.664536536951302,7.196487442960857,51.78943151669329,7.216162989697141
1,1,9.531827535705409,9.112241364937859,83.03294269288457,9.127239230761138
1,1,5.944721381278458,9.729004749689109,94.65353341947323,9.733800546222547
1,1,0.10656838525206269,6.819165743308151,46.501021434707404,6.8191702201618485
1,1,3.6249160070120268,4.78944493348824,22.938782770916173,4.804371987676347
1,1,3.678782761511261,5.270985488256768,27.783288017413437,5.282524476438236
1,1,9.491670721859181,8.210807923814887,67.41736676178134,8.23112684423821
1,1,4.556303351841477,7.08418055526284,50.18561413956412,7.091475850118012
1,1,1.4545212648815464,3.1411167588881006,9.866614492967686,3.1496381252067844
1,1,8.526085457826905,9.545891638493975,91.12404717386919,9.556332166004468
1,1,3.1934743844957794,4.680224092782223,21.90449755865918,4.6926423644766455
1,1,3.587031657835932,1.756568550494901,3.0855330725877574,2.0317586113481134
1,1,4.368122482397058,7.074219485239026,50.044581325335514,7.080953241467399
1,1,6.811981292761042,1.6620461779343016,2.7623974975860204,2.638546551247717
1,1,4.320059706442113,8.441001700717276,71.25050971151195,8.444879700645656
1,1,3.1772411746021465,3.1884873955581163,10.16645187163298,3.2271801026611127
1,1,6.946192788612833,0.14717447267240102,0.021660325406399315,23.598956218529356
1,1,5.827258652247368,0.5091833809477551,0.25926771543338667,5.744771115128139
1,1,2.0313737277383748,8.086309540511063,65.38840198496024,8.08728500709319
1,1,7.844356913702572,6.207477623436278,38.5327784454621,6.239552031502974
1,1,9.539365480532487,3.66389566822781,13.424131467658512,3.8882941384485563
1,1,0.2085830616852613,1.790112920654337,3.2045042686936003,1.7910607100649905
1,1,8.403129808532414,5.1052736751531045,26.063819298211286,5.1711820709612475
1,1,7.494410390452995,9.829906280802156,96.62705748935367,9.837295076056819
1,1,2.209497472013877,8.251253695972515,68.0831875553001,8.252339893039526
1,1,5.288394220635678,7.046106300201837,49.64761399374402,7.056092550259718
1,1,6.209076817904778,8.399819872628175,70.5569738925992,8.407947131800071
1,1,9.8537468054121,5.204662718839892,27.08851401688186,5.290048807315524
1,1,8.016677968670297,8.289134606266515,68.70975252080514,8.303227568304077
1,1,5.040782331098402,2.949711412216366,8.70079741535947,3.070975114812427
1,1,5.318933400433151,9.921335822775854,98.43290450829542,9.924956330122907
1,1,5.050404069282731,0.7682375466408291,0.59018892806872,3.3755892207092013
1,1,8.2088650393417,4.7881284666917825,22.9261742135442,4.864255701120998
1,1,5.771311235918825,7.527020703984394,56.65604067820972,7.5367775238916614
1,1,8.59490820394029,8.565341915999293,73.36508213797443,8.580023953493411
1,1,3.1030994208747265,9.720066208450877,94.47968709666861,9.721376791198173
1,1,7.742607277184991,7.447448698004379,55.464492109407125,7.465567685947839
1,1,4.2563280036160585,2.650019413078208,7.02260288969137,2.7690309027249986
1,1,9.664838481052474,9.819944833276557,96.43131652859493,9.832267357170759
1,1,5.858812410079422,3.9312422161581653,15.454665362104162,4.001240989132296
1,1,1.7105373422615688,0.1408318793363137,0.01983361823739802,6.074609061063032
1,1,8.822499425455373,0.7931228379770706,0.6290438361208026,5.618139561982519
1,1,8.25452273359174,9.460873726053835,89.50813166033578,9.470926121117554
1,1,3.0004988192422744,6.275885984490985,39.386744890330384,6.28043706332352
1,1,7.474653148200792,5.990847151608977,35.8902495939414,6.023240424216643
1,1,7.558644279716623,9.84800175570768,96.98313858042154,9.855476368375465
1,1,4.396001990957882,1.273265182918619,1.6212042260327844,2.1450446215433323
1,1,1.1621328059511016,3.5086200321177237,12.310414529777777,3.512526379165077
1,1,1.364719428818808,2.1155567015385537,4.475580157424685,2.140003426506529
1,1,8.795761334393529,1.635130190418984,2.673650739619623,3.1476518899430173
1,1,7.871234964435071,5.365545861867501,28.78908239580346,5.415450286014185
1,1,9.864430753908227,0.28509849144082594,0.08128114982183471,17.302389250586554
1,1,2.840069572503703,3.026151960895049,9.15759569042895,3.062318611444433
1,1,2.8780144701420394,4.081429248719724,16.65806471230485,4.096629514553273
1,1,0.8532423820263357,3.1120562379571974,9.684894028208305,3.1150741183079838
1,1,1.3535027384681575,6.236049538726964,38.88831384945678,6.236993744700705
1,1,0.5416259675111501,7.852343801680341,61.65930317978767,7.852419538829839
1,1,7.53640600470972,5.219859447626328,27.24693265297383,5.26954158535808
1,1,9.385898878806403,0.988272377703075,0.9766822925308892,4.8503877389614605
1,1,0.25269794972077264,0.7518025357319382,0.5652070527329722,0.7703581515237636
1,1,5.3771833650171175,8.604280662997477,74.03364572763229,8.609952619361191
1,1,6.4749570251227855,3.8216955482768107,14.605356863718793,3.9144589111059567
1,1,1.2220100589786287,9.576623805423,91.71172351059452,9.57683633406784
1,1,0.9062067122723672,3.8687148113218246,14.96695429134086,3.870487224381572
1,1,3.9991608115506097,0.5463283306966475,0.2984746449217855,3.7005844680813937
1,1,6.033430440957154,1.3454682527997595,1.8102848192920373,2.6148486339987027
1,1,6.132214743107149,6.820392196996086,46.517749720845096,6.8351916528488585
1,1,7.206370607331626,7.60306912963836,57.80666019005981,7.617824671435011
1,1,2.2076832355270213,0.7216050896555752,0.5207139054168308,1.6913621132525318
1,1,2.633185985244082,9.863919579858052,97.29690947790705,9.864822614966462
1,1,0.20921257304733265,2.0833435813441974,4.340320477928066,2.0839485596834004
1,1,5.47814201398208,7.346227983150773,53.96706558042747,7.3556839069105
1,1,3.8280489236686774,7.9511347782447395,63.220544261813025,7.954777937385524
1,1,2.8107831882444536,0.5873874755567937,0.34502404644098295,2.4636612159662414
1,1,6.6343680019383635,9.269499539135667,85.92362170603634,9.27640477527854
1,1,0.9044259629895757,0.7665249040833473,0.5875604285799847,0.96726620741088
1,1,3.8244490205735815,6.224289967981917,38.74178560552033,6.231867260374853
1,1,9.677821720918336,3.943326530180425,15.549824123624788,4.12984656935703
1,1,5.756646600716612,6.78643179915923,46.055656564639584,6.799672203073615
1,1,2.543057148574117,4.77027738629509,22.75554634219832,4.777718753684689
1,1,9.194764936651953,5.546687864004987,30.765746260700205,5.608274390687709
1,1,5.707129959310042,0.42943004023389864,0.1844101594552878,6.658866890692797
1,1,4.755959206651285,8.411020820387973,70.74527124099997,8.415771081806646
1,1,9.237535423271444,5.777487247493703,33.37935889495236,5.832535202726183
1,1,7.457424260502886,5.444395572157409,29.641443146127198,5.487302826607779
1,1,1.127892918392186,7.661991608866357,58.70611541433846,7.662345126203996
1,1,1.6593297953474107,4.510654578741974,20.346004728725937,4.514403240862539
1,1,9.317217616082619,2.7737574606942146,7.693730450756817,3.242614901448324
1,1,9.194244150779806,5.164440448158284,26.671445142573333,5.240592579370772
1,1,5.7324185573764765,7.348202020989952,53.99607294128081,7.358547174362462
1,1,2.9944294285349873,6.06059260753235,36.730782754475776,6.065625441651506
1,1,2.5197722500044373,2.1881990633291935,4.78821514075476,2.2626796638146
1,1,0.24939796314753293,9.468142076707915,89.64571438472687,9.468151236830986
1,1,3.9986713589912073,3.023588871910148,9.14208966633888,3.0950502060590663
1,1,8.761918163712094,3.67643428648101,13.516169062813134,3.8647325138066573
